id,property_cost,monthly_income,current_total_emi,interest_rate,loan_amount,tenure,interest_amount,offer_processing_fees,offer_emi,Success
6051,4200000,30000,0,9.95,"20,00,039",20,"26,79,960","5,000","19,500",0
6061,8000000,46000,14000,9.85,"8,76,698",18,"10,28,901",0,"8,822",0
6062,8000000,46000,14000,9.95,"10,42,717",20,"13,97,349","5,213","10,166",0
6063,8000000,46000,14000,10.2,"10,42,717",20,"14,72,823","5,000","10,480",0
6064,8000000,46000,14000,11.75,"10,42,717",20,"16,69,282","5,000","11,300",0
6070,3000000,150000,25000,9.9,"22,95,000",22,"34,51,982","2,810","21,767",0
6082,3600000,49000,0,9.95,"28,80,000",25,"50,63,493","5,000","26,475",0
6085,,17550,0,9.9,"15,00,000",15,"14,26,261","5,000","16,257",0
6088,3600000,49000,0,9.9,"25,10,000",25,"44,12,654","10,000","23,074",0
6097,4000000,100000,0,9.85,"28,00,000",20,"37,29,732",0,"27,206",0
6104,5000000,150000,0,9.9,"35,00,000",20,"46,90,013","5,000","34,124",0
6105,10000000,100000,0,9.85,"53,39,403",15,"49,82,863","53,394","57,344",0
6119,3500000,100000,0,9.85,"20,16,000",10,"11,94,432",0,"26,753",0
6120,3500000,100000,0,9.95,"20,16,000",10,"12,01,147","5,000","26,809",0
6121,,13000,0,9.95,"8,66,683",20,"11,61,850","5,000","8,449",0
6126,4500000,60000,0,9.9,"30,45,103",20,"40,80,390","10,000","29,689",0
6136,0,22000,0,9.9,"12,00,000",20,"16,08,355","6,000","11,699",0
6137,0,22000,0,9.9,"12,00,000",20,"16,08,355","5,000","11,699",0
6139,2400000,35000,0,9.95,"16,80,000",20,"22,51,484","5,000","16,379",0
6142,,67000,20000,9.9,"13,50,000",20,"17,98,358","10,000","13,117",0
6147,4500000,60000,0,9.95,"25,00,000",20,"33,50,162","5,000","24,374",0
6150,0,18000,0,9.9,"8,36,055",15,"7,94,998","5,000","9,061",0
6151,2500000,20000,0,9.9,"17,50,000",25,"30,58,571","10,000","16,025",0
6152,4000000,200000,0,9.9,"32,00,000",20,"43,39,341","5,000","31,412",0
6159,2500000,35000,0,9.95,"20,00,000",20,"26,80,236","5,000","19,499",0
6171,2500000,20000,0,9.95,"20,00,000",25,"35,16,757","5,000","18,385",0
6178,4000000,80000,0,9.95,"28,80,000",15,"27,38,528","5,000","31,213",0
6180,4000000,80000,0,9.9,"28,00,000",15,"29,28,644","1,200","31,824",0
6181,0,33000,5500,9.95,"16,00,000",20,"21,44,296","5,000","15,599",0
6182,4000000,80000,0,9.95,"28,00,000",15,"26,62,451","10,000","30,346",0
6184,5500000,125000,30000,9.9,"39,60,000",12,"29,04,438","5,000","47,668",0
6185,5500000,125000,30000,9.9,"39,00,000",20,"52,88,232","5,000","38,284",0
6186,5500000,125000,30000,9.9,"33,00,000",20,"44,22,043","1,200","32,174",0
6187,10000000,150000,45000,9.85,"34,60,344",20,"46,09,444",0,"33,622",0
6190,2600000,28000,0,9.95,"18,36,389",20,"24,60,913","5,000","17,904",0
6192,3000000,1200000,0,10.2,"21,00,000",20,"29,65,867","5,000","21,107",0
6200,2600000,17250,0,9.95,"19,26,745",25,"33,87,534","5,000","17,712",0
6211,,60000,0,9.9,"25,00,000",14,"21,92,523","10,000","27,930",0
6212,5500000,100000,0,9.95,"38,49,999",20,"51,59,228","5,000","37,536",0
6214,,41500,3560,9.95,"15,00,000",10,"8,93,725","5,000","19,947",0
6221,,84000,14000,9.85,"40,00,000",20,"53,28,037",0,"38,866",0
6226,2000000,50000,9000,9.9,"14,00,000",15,"13,85,753","1,200","15,475",0
6227,2000000,50000,9000,9.9,"14,00,000",15,"13,31,225","5,000","15,173",0
6231,2500000,21900,0,9.9,"17,20,483",20,"22,91,740","10,000","16,717",0
6237,2600000,70000,0,9.9,"18,20,000",11,"12,08,302","5,000","22,940",0
6243,1700000,116000,0,9.95,"13,00,000",18,"15,34,969","5,000","13,123",0
6244,2700000,49570,14690,9.85,"18,89,999",20,"25,17,595",0,"18,364",0
6245,2700000,49570,14690,9.95,"20,00,000",20,"26,80,236","10,000","19,499",0
6246,2700000,49570,14690,9.9,"18,00,000",20,"24,12,266","1,200","17,549",0
6247,4700000,75000,0,9.85,"12,03,200",10,"7,12,856",0,"15,967",0
6252,,21900,0,9.9,"25,00,000",20,"33,50,162","5,000","24,374",0
6253,,21900,0,9.9,"23,50,000",20,"31,48,917","10,000","22,912",0
6255,6000000,120000,0,9.85,"19,97,500",20,"26,61,064",0,"19,408",0
6256,,23000,0,9.95,"15,00,000",20,"20,10,311","5,000","14,624",0
6263,,30000,0,9.9,"10,50,000",19,"13,22,767","5,000","10,406",0
6264,,30000,0,9.95,"10,50,000",19,"13,22,767","5,000","10,406",0
6266,,100000,0,9.95,"1,50,00,000",20,"2,00,99,372","5,000","1,46,247",1
6271,1300000,30000,0,9.9,"10,06,200",13,"8,04,810","10,000","11,609",0
6274,1300000,30000,0,9.9,"10,00,000",20,"13,40,385","1,200","9,749",0
6275,2000000,20000,0,9.9,"10,01,622",20,"13,98,947","1,200","9,999",0
6276,1000000,42000,12000,9.9,"7,00,000",20,"9,38,430","1,200","6,824",0
6281,1000000,12000,0,9.9,"8,06,383",13,"6,48,782","5,000","9,327",0
6283,1500000,24000,0,9.9,"5,00,000",5,"1,38,890","5,000","10,648",0
6284,1500000,24000,0,9.95,"5,00,000",5,"1,39,635","5,000","10,660",0
6285,5200000,40200,0,9.9,"29,02,998",20,"38,66,813","10,000","28,207",0
6286,3000000,55000,0,9.9,"22,14,000",15,"20,93,021","10,000","23,927",0
6287,3000000,55000,0,9.9,"21,00,000",15,"19,96,958","5,000","22,759",0
6288,3000000,55000,0,9.9,"21,00,000",15,"19,96,958","1,200","22,759",0
6294,3000000,49000,9000,9.9,"6,00,000",10,"3,57,559","1,200","7,978",0
6295,,17500,0,9.95,"11,00,000",25,"19,33,951","5,000","10,112",0
6296,,17500,0,9.9,"11,00,000",25,"19,33,951","5,000","10,112",0
6297,,50000,0,9.95,"20,00,000",9,"10,58,574","5,000","28,320",0
6300,5200000,40200,0,9.9,"24,00,000",25,"42,19,047","10,000","22,063",0
6302,5200000,40200,0,9.95,"25,00,000",25,"43,95,150","5,000","22,982",0
6308,5000000,100000,34000,9.85,"40,00,000",17,"43,85,136",0,"41,101",0
6312,5000000,100000,34000,9.95,"40,00,000",17,"44,10,736","5,000","41,229",0
6321,5100000,57000,0,9.9,"40,80,000",20,"55,32,279","5,000","40,051",0
6322,4000000,150000,50000,9.95,"32,00,000",20,"42,88,058","5,000","31,199",0
6332,4000000,60000,11000,9.9,"15,12,362",7,"6,06,499","5,000","25,224",0
6333,4000000,60000,11000,9.95,"15,12,362",9,"8,00,476","7,561","21,415",1
6335,2500000,100000,0,9.9,"15,00,000",5,"4,16,672","10,000","31,944",0
6336,2500000,100000,0,10,"14,00,000",5,"3,95,108","5,000","29,918",0
6338,2400000,80000,0,9.95,"16,80,000",15,"15,97,614","8,400","18,207",0
6339,2500000,100000,0,9.9,"15,00,000",5,"4,18,890","5,000","31,981",0
6340,1600000,32000,0,9.9,"10,36,175",8,"4,78,560","10,000","15,777",0
6341,2100000,18500,0,9.95,"15,00,000",20,"20,10,311","5,000","14,624",0
6344,,45000,10959,9.9,"11,64,651",15,"11,07,515","5,000","12,622",0
6353,2800000,80000,0,9.85,"19,59,999",15,"18,52,897",0,"21,182",0
6354,0,47000,11000,9.95,"20,00,000",20,"26,80,236","5,000","19,499",0
6365,5500000,62000,0,9.85,"31,46,606",20,"41,91,312",0,"30,574",0
6368,1220000,60000,0,9.9,"8,01,540",5,"2,22,663","4,007","17,069",0
6370,,60000,0,9.9,"17,00,000",10,"10,12,854","1,200","22,607",0
6376,5800000,66600,0,9.9,"37,00,000",20,"49,28,461","10,000","35,951",0
6378,3500000,54000,0,9.9,"24,50,000",20,"32,63,648","10,000","23,805",0
6379,1800000,18000,0,9.9,"2,10,651",5,"58,515","2,106","4,486",0
6380,,39000,0,9.9,"15,00,000",15,"14,18,204","7,500","16,210",0
6382,2500000,45000,0,9.9,"20,00,000",15,"19,01,682","1,200","21,676",0
6387,2500000,40000,0,9.9,"19,00,000",30,"41,54,041","9,500","16,814",0
6388,2200000,16100,0,9.9,"13,24,619",20,"17,64,760","10,000","12,870",0
6391,,25800,0,9.9,"10,00,151",11,"6,60,247","1,200","12,578",0
6394,4000000,44800,11878,9.95,"32,00,000",30,"70,38,808","5,000","28,437",0
6397,10000000,80000,8600,9.9,"20,99,978",7,"8,37,589","10,000","34,970",0
6398,7500000,226000,21500,9.9,"60,00,000",15,"56,72,102","10,000","64,843",0
6403,4000000,30000,0,9.95,"20,00,039",20,"26,79,960","5,000","19,500",0
6405,2500000,40000,0,9.95,"19,00,000",20,"25,46,251","5,000","18,524",0
6406,5000000,20800,0,9.95,"20,00,000",20,"26,80,236","5,000","19,499",0
6407,5000000,20800,0,9.9,"20,00,000",20,"26,64,018","1,200","19,433",0
6408,5000000,20800,0,9.9,"20,00,000",20,"26,64,018","10,000","19,433",0
6409,3500000,70000,0,9.95,"28,00,000",10,"16,68,236","10,000","37,235",0
6410,2200000,16100,0,9.95,"13,24,619",20,"17,75,351","5,000","12,914",0
6411,3500000,70000,0,9.9,"26,00,000",10,"15,40,427","1,200","34,503",0
6412,1220000,60000,0,9.9,"8,00,000",5,"2,22,222","1,200","17,037",0
6413,1220000,60000,0,9.9,"8,00,000",5,"2,22,222","8,000","17,037",0
6414,3500000,70000,0,9.95,"24,50,000",10,"14,59,760","10,000","32,580",0
6415,,25800,0,9.9,"10,00,000",10,"5,92,505","5,000","13,270",0
6417,,60000,0,9.9,"17,00,000",10,"10,07,259","10,000","22,559",0
6418,0,60000,0,9.9,"17,00,000",10,"10,12,854","5,000","22,607",0
6419,0,55000,0,9.85,"33,50,000",20,"44,62,377",0,"32,550",0
6420,0,55000,0,9.9,"31,00,000",20,"41,29,308","10,000","30,121",0
6424,1300000,25000,0,9.9,"9,10,000",15,"8,60,393","1,200","9,834",0
6428,6500000,62000,0,9.85,"52,00,000",17,"56,26,295","1,999","53,070",0
6429,4000000,55000,7000,10.25,"20,30,068",20,"28,34,659","5,000","20,267",0
6430,4000000,36000,0,10,"18,27,062",20,"24,77,521","5,000","17,935",0
6439,1400000,80000,0,9.95,"13,00,000",10,"7,74,596","6,500","17,287",1
6440,6500000,62000,0,9.95,"51,48,000",20,"68,98,088","5,000","50,192",0
6441,2200000,120000,18000,9.9,"15,40,000",20,"20,51,511","10,000","14,963",0
6444,5000000,46000,0,9.85,"33,64,556",20,"44,81,995",0,"32,691",0
6446,5000000,46000,0,9.9,"40,37,500",25,"70,98,093","2,810","37,116",0
6454,,20380,6930,9.95,"4,54,629",15,"4,32,344","5,000","4,927",0
6461,6500000,75000,12500,9.95,"52,00,000",20,"69,67,761","5,000","50,699",0
6462,6500000,75000,12500,9.9,"46,00,000",30,"1,00,56,332","10,000","40,708",0
6463,3500000,25000,0,9.95,"16,66,699",20,"22,33,834","5,000","16,249",0
6464,5000000,46000,0,9.95,"40,00,000",20,"53,59,939","5,000","38,999",0
6473,2500000,96500,40000,9.9,"20,00,000",24,"33,24,732","1,200","18,487",0
6476,3500000,25000,0,9.9,"15,30,000",30,"33,44,501","7,650","13,540",0
6488,3500000,54000,0,9.9,"24,50,000",20,"32,63,648","10,000","23,805",0
6489,2500000,45000,0,9.95,"20,00,000",15,"19,01,682","5,000","21,676",0
6492,0,50000,0,9.95,"33,00,000",20,"44,22,043","5,000","32,174",0
6493,0,50000,0,9.85,"33,00,000",20,"43,38,167","1,999","31,823",0
6496,10000000,80000,8600,9.9,"15,00,000",7,"5,98,278","5,000","24,979",0
6497,10000000,80000,8600,9.95,"15,00,000",7,"6,01,534","7,500","25,018",0
6507,7000000,60000,0,9.9,"54,88,000",20,"73,10,148","5,000","53,324",0
6508,7000000,60000,0,9.9,"55,44,000",20,"73,84,806","10,000","53,868",0
6509,7000000,60000,0,9.9,"53,20,000",20,"70,86,173","15,000","51,692",0
6510,7000000,60000,0,9.95,"56,00,000",20,"75,04,235","5,000","54,598",0
6511,7000000,60000,0,9.85,"49,00,000",20,"65,26,767",0,"47,611",0
6512,7000000,60000,0,9.9,"56,00,000",20,"75,93,303","5,000","54,972",0
6514,0,98463,0,9.9,"50,00,000",20,"66,60,311","10,000","48,582",0
6515,5000000,62000,0,9.9,"35,00,000",20,"46,62,430","1,200","34,007",0
6516,5000000,30000,0,9.9,"40,00,000",20,"53,28,037","10,000","38,866",0
6517,5000000,62000,0,9.9,"40,00,000",20,"53,28,037","10,000","38,866",0
6519,4400000,64628,24000,9.85,"30,80,000",20,"41,02,493",0,"29,927",0
6522,0,70000,0,9.9,"19,39,049",8,"8,95,468","10,000","29,526",0
6523,6300000,45000,0,9.9,"15,00,000",20,"19,98,411","1,200","14,574",0
6524,3500000,50000,0,9.9,"28,00,000",15,"26,62,451","5,000","30,346",0
6525,0,70000,0,9.9,"25,00,000",8,"11,54,552","1,200","38,067",0
6529,4400000,62628,24000,9.9,"35,20,000",20,"46,88,715","10,000","34,202",0
6530,6000000,60000,0,9.95,"43,88,550",30,"96,51,449","5,000","39,000",1
6536,,78620,0,9.85,"25,30,204",20,"33,70,640",0,"24,584",0
6538,0,54000,0,9.95,"49,00,000",20,"65,65,805","5,000","47,774",0
6540,0,54000,0,9.9,"45,00,000",20,"60,29,865","2,810","43,874",0
6541,0,54000,0,9.9,"41,00,000",20,"54,61,582","1,200","39,837",0
6542,0,54000,0,9.9,"41,00,000",20,"54,61,582","10,000","39,837",0
6557,5800000,66600,0,9.9,"40,00,000",20,"54,24,176","5,000","39,265",0
6558,5800000,66600,0,9.95,"46,40,000",30,"1,02,05,580","5,000","41,234",0
6561,6000000,100000,24000,9.9,"35,00,000",20,"46,62,430","10,000","34,007",1
6563,2500000,96500,40000,9.85,"18,60,000",24,"30,91,918",0,"17,193",0
6566,7800000,670000,7777,9.85,"54,60,000",20,"71,76,969","1,999","52,654",0
6567,10000000,241666,0,9.85,"80,00,000",20,"1,05,16,077","1,999","77,148",0
6574,2092000,37000,4237,9.9,"16,75,692",25,"29,28,227","8,378","15,345",0
6578,7200000,109000,0,9.85,"40,00,000",5,"11,11,110",0,"85,185",0
6582,0,50000,0,9.85,"21,30,637",20,"28,38,209",0,"20,702",0
6585,7200000,109000,0,9.9,"40,00,000",5,"11,11,110","10,000","85,185",0
6589,10000000,241666,0,10.25,"80,00,000",20,"1,06,56,075","1,200","77,732",0
6590,0,50000,0,9.9,"21,00,000",20,"27,97,563","1,200","20,404",0
6591,10000000,241666,0,9.9,"75,00,000",20,"1,00,49,953","5,000","73,123",0
6592,0,50000,0,9.95,"21,00,000",20,"28,14,222","5,000","20,474",1
6593,2600000,41000,0,9.9,"20,00,000",20,"26,64,018","10,000","19,433",0
6595,10000000,241666,0,9.9,"75,00,000",20,"99,89,938","10,000","72,874",0
6602,3500000,50000,0,9.9,"24,50,000",20,"32,82,902","5,000","23,887",0
6610,,30000,0,9.9,"15,00,000",20,"19,98,411","10,000","14,574",0
6611,,30000,0,9.9,"15,00,000",20,"19,98,411","5,000","14,574",0
6613,,30000,0,9.9,"15,00,000",20,"19,98,411","7,500","14,574",0
6618,4100000,30000,0,9.9,"32,80,000",20,"43,69,054","1,200","31,870",0
6619,5000000,200000,0,9.9,"35,55,000",5,"9,87,501","1,200","75,708",0
6621,5000000,200000,0,9.85,"35,00,000",5,"9,72,236",0,"74,536",0
6622,5000000,200000,0,9.9,"35,00,000",5,"9,72,236","10,000","74,536",0
6624,,100000,25000,9.95,"35,55,851",14,"31,18,307","5,000","39,727",0
6625,,72000,0,9.85,"68,35,167",25,"1,19,43,678",0,"62,593",0
6628,,40000,0,9.9,"30,46,386",16,"31,07,658","1,200","32,052",0
6635,1600000,50000,0,9.95,"11,20,000",20,"15,01,167","5,600","10,919",0
6639,2400000,126000,0,9.9,"19,80,000",6,"6,68,240","9,900","36,781",0
6643,5000000,64000,0,9.85,"36,00,000",20,"47,95,445",0,"34,979",0
6663,1200000,20000,0,9.9,"8,40,000",20,"11,19,343","8,400","8,161",0
6683,4000000,49569,0,9.85,"32,00,000",20,"42,06,534","1,999","30,859",0
6685,11000000,250000,0,9.85,"76,99,999",20,"1,02,56,499",0,"74,817",0
6686,11000000,250000,0,9.9,"76,99,999",20,"1,02,56,499","15,000","74,817",0
6687,11000000,250000,0,9.95,"76,99,999",20,"1,04,41,064","10,000","75,586",0
6688,1500000,27000,0,9.9,"5,00,000",5,"1,38,890","1,200","10,648",0
6689,1500000,29000,0,9.9,"6,71,389",5,"1,86,498","3,356","14,298",0
6690,,51000,0,9.9,"8,58,824",10,"5,08,822","1,200","11,397",0
6691,1500000,70000,0,9.95,"12,55,500",5,"3,50,612","6,277","26,768",0
6693,1500000,70000,0,9.9,"13,36,500",5,"3,73,232","5,000","28,495",0
6694,1500000,29000,0,9.9,"4,05,000",5,"1,13,115","2,810","8,634",0
6695,18000000,180000,0,9.85,"91,35,310",20,"1,20,08,123","1,999","88,097",0
6699,1200000,18600,5000,9.9,"10,80,000",20,"14,47,573","5,000","10,529",0
6712,2400000,126000,0,9.9,"19,80,000",6,"6,68,240","10,000","36,781",0
6713,2400000,126000,0,9.95,"19,80,000",6,"6,71,842","5,000","36,831",0
6714,1200000,40000,0,9.9,"9,93,600",20,"13,23,651","9,936","9,654",0
6722,10000000,40000,0,9.95,"20,00,000",11,"13,27,781","5,000","25,209",0
6723,0,16800,0,9.9,"8,97,020",20,"11,95,312","1,200","8,715",0
6728,,20000,0,9.95,"10,00,000",20,"13,40,385","5,000","9,749",0
6734,1300000,13500,0,9.9,"6,85,148",20,"9,12,752","6,851","6,657",0
6736,,18000,0,9.9,"10,00,000",20,"13,32,274","1,200","9,716",0
6737,1300000,13500,0,9.9,"6,85,000",20,"9,18,198","2,810","6,678",0
6738,1300000,13500,0,9.95,"6,85,000",20,"9,18,198","5,000","6,678",0
6740,18200000,600000,0,9.9,"1,36,50,000",20,"1,81,81,519","10,000","1,32,631",1
6741,0,16800,0,9.9,"8,97,000",15,"8,53,069","5,000","9,721",0
6742,1200000,40000,0,9.9,"10,00,000",20,"13,32,274","5,000","9,716",0
6754,8000000,70000,0,9.85,"35,52,620",20,"47,32,144",0,"34,519",0
6756,1700000,18000,0,9.9,"11,90,000",20,"15,85,427","1,200","11,562",0
6758,3800000,35000,10360,9.9,"30,40,000",20,"40,73,682","5,000","29,639",0
6763,2000000,30000,0,9.9,"14,00,000",30,"30,61,385","10,000","12,389",0
6765,3150000,90000,0,9.85,"18,00,000",5,"5,00,003",0,"38,333",0
6768,,25000,0,9.9,"12,68,793",20,"16,90,164","10,000","12,328",0
6777,3000000,120000,27500,9.9,"23,76,000",20,"31,65,068","10,000","23,086",0
6779,2200000,16800,0,9.9,"18,00,000",20,"23,97,987","9,000","17,489",0
6782,1400000,45000,0,9.9,"8,00,000",20,"10,65,713","1,200","7,773",0
6783,10000000,72000,5000,9.9,"69,79,624",20,"93,52,375","5,000","68,050",0
6785,1400000,45000,0,9.9,"8,00,000",20,"10,65,713","4,000","7,773",0
6786,1400000,45000,0,9.9,"8,00,000",20,"10,65,713","8,000","7,773",0
6787,1400000,45000,0,9.95,"8,00,000",20,"10,72,415","4,000","7,799",1
6788,1400000,45000,0,9.95,"8,00,000",20,"10,72,415","5,000","7,799",0
6789,3000000,57000,0,9.9,"24,00,000",20,"31,97,140","10,000","23,319",0
6792,,26000,0,9.9,"7,03,631",20,"9,42,975","5,000","6,860",0
6795,1500000,70000,0,9.95,"10,39,500",5,"2,90,287","5,197","22,163",0
6798,5000000,56000,4500,9.9,"35,00,000",30,"76,52,489","1,200","30,973",0
6800,,13000,0,10.5,"2,04,649",5,"59,286","5,000","4,398",0
6809,1700000,18000,0,9.95,"12,00,000",20,"16,08,355","5,000","11,699",0
6813,3500000,30000,0,9.95,"20,00,000",20,"26,80,236","5,000","19,499",0
6814,3000000,45000,0,9.9,"21,00,000",20,"27,97,563","10,000","20,404",0
6815,3500000,30000,0,9.9,"20,00,000",20,"26,80,236","5,000","19,499",0
6816,3500000,30000,0,9.9,"18,40,000",20,"24,65,860","5,000","17,939",0
6818,3000000,45000,0,9.9,"23,00,000",20,"30,63,595","5,000","22,348",0
6821,3000000,45000,0,9.9,"23,00,000",20,"30,63,595","10,000","22,348",0
6822,0,26000,0,9.9,"7,00,000",20,"9,32,697","1,200","6,801",0
6824,0,26000,0,9.95,"7,00,000",20,"9,38,430","5,000","6,824",0
6829,2700000,61000,7530,9.85,"18,89,999",15,"17,86,842",0,"20,425",0
6831,7000000,45000,0,9.85,"28,14,413",20,"37,48,958",0,"27,346",0
6835,7000000,45000,0,9.9,"28,14,413",20,"38,16,463","5,000","27,627",0
6836,560000,28000,0,9.9,"3,92,000",20,"5,22,607","3,920","3,808",0
6837,3000000,32000,0,9.95,"10,15,034",20,"13,60,308","5,000","9,896",0
6840,2300000,30000,0,9.9,"18,60,000",30,"40,66,629","9,300","16,460",0
6856,3200000,80000,8307,9.9,"25,60,000",20,"34,10,071","1,200","24,874",0
6871,2600000,51000,0,9.85,"20,38,400",16,"20,79,584",0,"21,446",0
6873,1800000,50000,0,9.9,"5,83,200",5,"1,62,017","5,832","12,419",0
6874,2500000,42000,0,9.9,"13,00,000",10,"7,70,256","1,200","17,251",1
6876,,80000,0,9.9,"40,60,137",20,"54,08,316","10,000","39,450",0
6882,1200000,20000,0,9.9,"8,40,000",20,"11,19,343","1,200","8,161",0
6883,1200000,20000,0,9.95,"8,40,000",20,"11,26,009","5,000","8,189",0
6884,1500000,29000,0,9.9,"5,00,000",5,"1,38,890","5,000","10,648",0
6885,1500000,29000,0,9.95,"5,00,000",5,"1,39,635","5,000","10,660",0
6887,2600000,51000,0,9.9,"20,38,000",16,"20,79,117","1,200","21,442",0
6889,2600000,51000,0,9.9,"20,38,000",16,"20,79,117","10,000","21,442",0
6890,3200000,80000,8307,9.9,"25,60,000",20,"34,71,255","5,000","25,130",0
6891,2600000,51000,0,9.95,"20,38,000",16,"20,91,243","5,000","21,506",0
6898,2600000,650000,180000,9.85,"15,00,000",20,"19,98,411",0,"14,574",0
6899,2600000,650000,180000,10.2,"18,20,000",20,"25,70,844","5,000","18,292",0
6900,2600000,650000,180000,9.95,"18,20,000",20,"24,39,063","9,100","17,744",1
6901,2600000,650000,180000,9.9,"18,20,000",20,"24,24,273","5,000","17,684",0
6902,2600000,650000,180000,9.9,"18,20,000",20,"24,24,273","9,100","17,684",0
6904,5000000,50000,0,9.85,"25,03,980",19,"31,35,567",0,"24,734",0
6905,5000000,50000,0,9.9,"25,03,980",19,"31,35,567","10,000","24,734",0
6908,10000000,70000,0,9.9,"35,52,620",20,"47,32,144","1,200","34,519",0
6916,4000000,59000,0,9.9,"28,00,000",20,"37,29,732","1,200","27,206",0
6918,,92200,22500,9.95,"49,25,900",30,"1,08,33,800","5,000","43,775",0
6923,4450000,53000,0,9.9,"35,60,000",30,"77,83,608","1,200","31,504",0
6929,1736000,20000,0,9.95,"14,04,337",25,"24,68,685","5,000","12,910",0
6931,4800000,130000,13663,9.95,"33,60,000",20,"45,02,434","5,000","32,759",0
6932,4800000,130000,13663,9.85,"38,40,000",15,"36,30,031",0,"41,500",0
6933,4800000,130000,13663,9.85,"38,40,000",15,"35,83,523","1,999","41,241",0
6935,4800000,130000,13663,9.9,"38,40,000",15,"36,30,031","10,000","41,500",0
6936,4800000,130000,13663,9.9,"38,40,000",15,"36,30,031","1,200","41,500",0
6937,,25000,0,9.9,"13,00,000",20,"17,31,850","6,500","12,631",0
6938,38000000,160154,0,9.85,"1,01,79,729",20,"1,35,59,678",0,"98,911",0
6939,,20000,0,9.95,"12,14,166",30,"26,70,243","5,000","10,790",0
6940,2000000,20000,0,9.9,"7,61,275",20,"10,14,522","7,612","7,396",0
6944,4500000,33000,0,9.85,"29,00,000",15,"27,41,464",0,"31,341",0
6945,4500000,33000,0,9.9,"29,00,000",15,"27,41,464","5,000","31,341",0
6946,2000000,20000,0,9.9,"16,92,000",20,"22,53,928","1,200","16,440",0
6947,2000000,20000,0,9.95,"18,00,000",20,"24,12,266","5,000","17,549",0
6966,4000000,30000,0,9.95,"32,00,000",20,"42,88,058","5,000","31,199",0
6969,0,105920,0,9.9,"60,00,000",10,"35,54,773","10,000","79,623",0
6970,0,105920,0,9.9,"60,00,000",10,"35,54,773","15,000","79,623",0
6972,5500000,60000,0,9.85,"35,00,000",20,"46,62,430",0,"34,007",0
6973,5500000,60000,0,9.9,"35,00,000",20,"46,62,430","5,000","34,007",0
6974,5500000,60000,0,9.9,"35,00,000",20,"46,62,430","10,000","34,007",0
6975,5500000,60000,0,9.9,"35,00,000",20,"46,62,430","17,500","34,007",0
6976,5500000,60000,0,9.95,"35,00,000",20,"46,90,013","10,000","34,124",0
6978,5600000,87500,14500,9.95,"40,32,000",20,"54,02,814","5,000","39,311",0
6979,5600000,87500,14500,9.85,"31,02,775",20,"40,78,949","1,999","29,921",0
6981,5600000,87500,14500,9.9,"40,00,000",20,"53,59,939","5,000","38,999",0
6982,5600000,87500,14500,9.9,"38,00,000",20,"50,91,969","5,000","37,049",0
6983,2500000,42000,0,9.9,"13,00,000",10,"7,70,256","10,000","17,251",0
6987,4500000,50000,0,9.85,"17,50,000",20,"23,31,479",0,"17,003",0
6988,4500000,50000,0,9.9,"17,50,000",20,"23,31,479","5,000","17,003",0
6989,2500000,50000,0,9.9,"17,50,000",20,"23,31,479","8,750","17,003",0
6990,4500000,50000,0,9.95,"17,50,000",20,"23,45,006","5,000","17,062",0
6991,2800000,22500,0,9.95,"22,40,000",20,"30,01,801","5,000","21,839",0
7001,0,25000,0,9.9,"21,00,000",20,"27,97,563","5,000","20,404",0
7002,0,25000,0,9.9,"21,00,000",20,"27,97,563","10,000","20,404",0
7003,0,25000,0,9.9,"21,00,000",20,"27,97,563","10,500","20,404",0
7005,1220000,60000,0,9.85,"8,54,000",20,"11,38,007",0,"8,297",0
7008,6500000,150000,0,9.85,"49,00,000",20,"65,26,767",0,"47,611",0
7010,6500000,150000,0,9.9,"49,00,000",20,"65,26,767","1,200","47,611",0
7011,6500000,150000,0,9.9,"49,00,000",20,"65,65,805","2,810","47,774",0
7012,6500000,150000,0,9.95,"49,00,000",20,"65,65,805","5,000","47,774",0
7018,3000000,50000,0,9.9,"21,00,000",20,"27,97,563","10,000","20,404",0
7020,4450000,53000,0,9.9,"35,60,000",20,"47,42,345","10,000","34,590",0
7021,4450000,53000,0,9.95,"35,60,000",20,"47,70,404","5,000","34,709",0
7022,,80000,0,9.95,"64,00,000",20,"85,76,116","5,000","62,398",0
7023,1500000,25000,0,9.9,"10,50,000",20,"13,98,781","1,200","10,202",0
7024,0,80000,0,9.9,"64,00,000",20,"85,24,648","1,200","62,186",0
7025,1500000,25000,0,9.95,"10,50,000",20,"14,07,111","5,000","10,237",0
7026,1500000,25000,0,9.9,"10,50,000",20,"13,98,781","5,250","10,202",0
7027,4000000,59000,0,9.9,"28,00,000",20,"37,29,732","10,000","27,206",1
7028,4000000,59000,0,9.85,"28,00,000",20,"37,29,732",0,"27,206",0
7029,4000000,59000,0,9.9,"28,00,000",20,"37,29,732","10,000","27,206",0
7030,5850000,90000,0,9.95,"20,00,000",5,"5,58,526","5,000","42,641",0
7031,3200000,75000,10000,9.9,"25,50,000",20,"33,96,663","5,000","24,777",0
7032,3200000,75000,10000,9.9,"25,50,000",20,"33,96,663","10,000","24,777",0
7033,3200000,75000,10000,9.9,"25,50,000",20,"33,96,663","10,000","24,777",0
7034,3200000,75000,10000,9.9,"25,50,000",20,"34,16,887","5,000","24,862",0
7036,4700000,36489,0,9.85,"37,60,000",20,"49,42,846","1,999","36,259",0
